"exp","subj","task","Conservative","Liberal","cshift"
"Exp. 2","GLQL","Strategic",0.521214917163572,0.621933637614731,-0.100718720451159
"Exp. 2","GLQL","FPF",0.920301860273527,0.243923734818226,0.676378125455301
"Exp. 2","GLTF","Baseline",-0.0979414143172998,0.0618133539113214,-0.159754768228621
"Exp. 2","GLTF","Strategic",0.507308038624935,-0.25562066080819,0.762928699433125
"Exp. 2","GLTF","FPF",-0.178122833687203,-0.137664537888997,-0.0404582957982061
"Exp. 2","GUTN","Baseline",0.0836771189136718,0.372925625145532,-0.28924850623186
"Exp. 2","GUTN","Strategic",0.288916382028051,-0.556583912706527,0.845500294734578
"Exp. 2","GUTN","FPF",0.140113834364936,-0.655336200107436,0.795450034472372
"Exp. 2","HHKV","Baseline",0.611299821861756,0.637522325646021,-0.0262225037842654
"Exp. 2","HHKV","Strategic",0.233838461859614,0.0996513724417229,0.134187089417891
"Exp. 2","HHKV","FPF",0.49797916188597,0.124852534087925,0.373126627798045
"Exp. 2","HISL","Baseline",1.63356949571694,-0.0341020551793792,1.66767155089632
"Exp. 2","HISL","Strategic",0.460821101566922,-0.0890733720151466,0.549894473582068
"Exp. 2","HISL","FPF",0.199123219711458,-0.498738061666897,0.697861281378356
"Exp. 2","HJIG","Baseline",0.802645368112285,0.742829259285096,0.0598161088271892
"Exp. 2","HJIG","Strategic",0.809896326948767,0.424657501920164,0.385238825028603
"Exp. 2","HJIG","FPF",0.335587026956733,-0.335587026956733,0.671174053913466
"Exp. 2","HJUZ","Baseline",-0.167846914320663,0.203856528044698,-0.371703442365362
"Exp. 2","HJUZ","Strategic",0.156168480726386,-0.0326042725930834,0.18877275331947
"Exp. 2","HJUZ","FPF",0.213092391436046,-0.654340709476142,0.867433100912188
"Exp. 2","HNDY","Baseline",-0.194122516620486,0.0986345900963864,-0.292757106716873
"Exp. 2","HNDY","Strategic",0.239464384270601,-0.207269410641275,0.446733794911876
"Exp. 2","HNDY","FPF",-0.143383861539713,-0.31038390739591,0.167000045856197
"Exp. 2","HQWE","Baseline",-0.0122229935461446,0.52055087494351,-0.532773868489654
"Exp. 2","HQWE","Strategic",0.227570167460333,0.41413330394654,-0.186563136486207
"Exp. 2","HQWE","FPF",0.043342511540802,-0.401338649107429,0.444681160648231
"Exp. 2","HTIY","Baseline",0.424354993518899,0.513206048779596,-0.0888510552606969
"Exp. 2","HTIY","Strategic",0.71514624056425,1.079268445485,-0.364122204920749
"Exp. 2","HTIY","FPF",0.344274349331482,0.184218276834831,0.160056072496651
"Exp. 2","IDGL","Baseline",0.389688588004008,0.258964977477293,0.130723610526714
"Exp. 2","IDGL","Strategic",0.195524591987416,-0.497979161885969,0.693503753873385
"Exp. 2","IDGL","FPF",0.130597120581747,-0.0210856586909351,0.151682779272682
"Exp. 2","IDLG","Baseline",0.292004189540847,0.186563136486207,0.10544105305464
"Exp. 2","IDLG","Strategic",0.653631107474397,-0.27485505291296,0.928486160387357
"Exp. 2","IDLG","FPF",0.20437086566146,-0.138630778293917,0.343001643955376
"Exp. 2","ILWK","Baseline",0.192803243083242,0.683117108871346,-0.490313865788104
"Exp. 2","ILWK","Strategic",-0.172147436353135,0.0451209785336081,-0.217268414886743
"Exp. 2","ILWK","FPF",-0.161384473004265,-0.229857362482627,0.0684728894783625
"Exp. 2","IQNX","Baseline",0,0.0416325392944815,-0.0416325392944815
"Exp. 2","IQNX","Strategic",0.471222505746024,-0.135544295822838,0.606766801568862
"Exp. 2","IQNX","FPF",-0.359523530763736,-0.295820265103089,-0.0637032656606471
"Exp. 2","ISNL","Baseline",0.635293769156071,0.602254557092518,0.0330392120635539
"Exp. 2","ISNL","Strategic",0.387453765417759,-0.29977322230937,0.687226987727129
"Exp. 2","ISNL","FPF",0.46063706199724,0.0293082089128846,0.431328853084355
"Exp. 2","JHKR","Baseline",-0.175396281719268,0.269202706754814,-0.444598988474082
"Exp. 2","JHKR","Strategic",0.0953145224255264,-0.248386977050717,0.343701499476243
"Exp. 2","JHKR","FPF",0.0313948100169605,0.345457158428138,-0.314062348411177
"Exp. 2","JIZI","Baseline",0.726743168597701,0.955147738139043,-0.228404569541342
"Exp. 2","JIZI","Strategic",0.603968409479054,0.124749782574885,0.479218626904169
"Exp. 2","JIZI","FPF",0.452024835148389,-0.358020682268905,0.810045517417293
"Exp. 2","JLUU","Baseline",0.194122516620486,0.892342632040368,-0.698220115419882
"Exp. 2","JLUU","Strategic",0.601218681115231,-9.86864910777917e-17,0.601218681115231
"Exp. 2","JLUU","FPF",-0.0370708470422447,0.212949992071495,-0.250020839113739
"Exp. 2","JNJU","Baseline",0.729477609144746,0.621218743609779,0.108258865534968
"Exp. 2","JNJU","Strategic",0.52908876613266,-0.232436386492684,0.761525152625344
"Exp. 2","JNJU","FPF",-0.273083447986553,-0.387981873597485,0.114898425610932
"Exp. 2","JVFG","Baseline",-0.350329720148085,-0.1125987125048,-0.237731007643285
"Exp. 2","JVFG","Strategic",0.601218681115231,-0.416835177046661,1.01805385816189
"Exp. 2","JVFG","FPF",0.293768226134077,0.100499110257814,0.193269115876263
"Exp. 2","KOTA","Baseline",0.0652199802162438,0.183099063268189,-0.117879083051945
"Exp. 2","KOTA","Strategic",0.539136070364098,0.139543163760051,0.399592906604047
"Exp. 2","KOTA","FPF",0.516486549488384,-0.0341020551793792,0.550588604667763
"Exp. 2","KQKD","Baseline",-0.136452104303703,-0.356994731018754,0.220542626715051
"Exp. 2","KQKD","Strategic",0.0559112589016831,-0.670513543980316,0.726424802882
"Exp. 2","KQKD","FPF",0.181618533230972,-0.52700345855898,0.708621991789951
"Exp. 2","KRXX","Baseline",-0.0662302590445844,0.154205455320498,-0.220435714365083
"Exp. 2","KRXX","Strategic",0.195524591987416,-0.0559112589016832,0.251435850889099
"Exp. 2","KRXX","FPF",-0.0865386642157271,-0.368008513813756,0.281469849598029
"Exp. 2","KYQO","Baseline",0.760547531317271,0.535256619680842,0.225290911636428
"Exp. 2","KYQO","Strategic",0.663032035026552,0.477357506811042,0.18567452821551
"Exp. 2","KYQO","FPF",0.575725966107908,0.145822597028802,0.429903369079106
"Exp. 2","LLES","Baseline",-0.279339843799447,0.0393700569545198,-0.318709900753966
"Exp. 2","LLES","Strategic",0,-0.643819630848154,0.643819630848154
"Exp. 2","LLES","FPF",-0.121500592629866,-0.331320384355861,0.209819791725995
"Exp. 2","LWOE","Baseline",0.398667678773426,0.781596441792909,-0.382928763019483
"Exp. 2","LWOE","Strategic",0.583942277370392,0.351900998529668,0.232041278840724
"Exp. 2","LWOE","FPF",-0.137333526671364,-0.34803834949244,0.210704822821076
"Exp. 2","MCNR","Baseline",0.740017826257171,0.699841563614438,0.0401762626427322
"Exp. 2","MCNR","Strategic",0.741758941412903,0.50856600954877,0.233192931864133
"Exp. 2","MCNR","FPF",0.18717450980457,0.332215030777501,-0.145040520972931
"Exp. 2","MFFP","Baseline",1.2864681224949,0.508896749031736,0.777571373463169
"Exp. 2","MFFP","Strategic",1.15793467644121,-0.317119528435926,1.47505420487713
"Exp. 2","MFFP","FPF",0.607120776124869,-0.285845230299847,0.892966006424716
"Exp. 2","MKTS","Baseline",0.751504706767019,0.486652594092762,0.264852112674257
"Exp. 2","MKTS","Strategic",0.0700688445857737,0.143383861539713,-0.0733150169539391
"Exp. 2","MKTS","FPF",0.611417324385839,0.0442131517895119,0.567204172596327
"Exp. 2","NBUX","Baseline",-0.395417081780996,0.0105868476628005,-0.406003929443796
"Exp. 2","NBUX","Strategic",-0.130266200388807,-0.11559979594551,-0.014666404443297
"Exp. 2","NBUX","FPF",-0.184239244755561,-0.195755307303248,0.0115160625476869
"Exp. 2","NIXY","Baseline",0.611922085775663,1.13796100104693,-0.526038915271264
"Exp. 2","NIXY","Strategic",0.454129995284142,0.0986345900963864,0.355495405187756
"Exp. 2","NIXY","FPF",0.226664740818893,0.167396183575515,0.059268557243378
"Exp. 2","NQPS","Baseline",0.44349775467188,0.0203748663221531,0.423122888349727
"Exp. 2","NQPS","Strategic",0.471222505746024,-0.453151459354928,0.924373965100952
"Exp. 2","NQPS","FPF",0.852810778453247,-0.515581122846944,1.36839190130019
"Exp. 2","NXPO","Baseline",-0.681983256273829,0.0102377292775209,-0.69222098555135
"Exp. 2","NXPO","Strategic",-0.21449387328515,-0.12791879501861,-0.0865750782665399
"Exp. 2","NXPO","FPF",-0.237465028161288,-0.338437872072801,0.100972843911513
"Exp. 2","OBWT","Baseline",0.0876096761219122,0.50714082004794,-0.419531143926028
"Exp. 2","OBWT","Strategic",0.211156095825567,0.419512092163227,-0.208355996337661
"Exp. 2","OBWT","FPF",0.228751338561037,0.101824294240975,0.126927044320062
"Exp. 2","OETS","Baseline",0.254652243775762,0.408228896854666,-0.153576653078904
"Exp. 2","OETS","Strategic",-0.835249640705369,-0.443242697340753,-0.392006943364616
"Exp. 2","OETS","FPF",0.20869962287969,0.106026505700833,0.102673117178857
"Exp. 2","OFMV","Baseline",-0.0871224684479456,-0.157718759281391,0.0705962908334453
"Exp. 2","OFMV","Strategic",-0.0660949544540997,-0.41504122182474,0.348946267370641
"Exp. 2","OFMV","FPF",0.59128784208337,-0.556239571686719,1.14752741377009
"Exp. 2","PJHY","Baseline",0.686388075482168,0.478495189244044,0.207892886238124
"Exp. 2","PJHY","Strategic",0.76261421314954,0.122186757566987,0.640427455582553
"Exp. 2","PJHY","FPF",0.396406337977233,0.0282031464078748,0.368203191569358
"Exp. 2","PMHD","Baseline",-0.314926229799617,0.410692019903155,-0.725618249702772
"Exp. 2","PMHD","Strategic",0.348222389062122,0.752390477366336,-0.404168088304214
"Exp. 2","PMHD","FPF",0.571801447662181,-0.404320435162493,0.976121882824674
"Exp. 2","PNCY","Baseline",0.360983498334623,1.05239232243782,-0.691408824103195
"Exp. 2","PNCY","Strategic",0.699841563614438,0.551005452323621,0.148836111290818
"Exp. 2","PNCY","FPF",0.791317485196456,0.24699488654643,0.544322598650026
"Exp. 2","PPFQ","Baseline",0.483396712192353,0.693867508019708,-0.210470795827355
"Exp. 2","PPFQ","Strategic",0.698249581438396,0.0451209785336081,0.653128602904788
"Exp. 2","PPFQ","FPF",0.146243099498942,-0.597778719146557,0.744021818645499
"Exp. 2","PQEJ","Baseline",0.0326042725930834,0.516486549488384,-0.4838822768953
"Exp. 2","PQEJ","Strategic",0.589425975460357,0.813366154774533,-0.223940179314176
"Exp. 2","PQEJ","FPF",0.838179950794534,0.198187448559419,0.639992502235115
"Exp. 2","PWQC","Baseline",0.519475929687707,0.52797173075968,-0.00849580107197268
"Exp. 2","PWQC","Strategic",0.177217407045763,0.21449387328515,-0.0372764662393867
"Exp. 2","PWQC","FPF",0.189364281409536,0.410416974657917,-0.221052693248381
"Exp. 2","PYUR","Baseline",0.219368194460239,0.406088534589596,-0.186720340129357
"Exp. 2","PYUR","Strategic",0.292372901570978,0.367906389055432,-0.075533487484454
"Exp. 2","PYUR","FPF",0.359523530763736,0.0313948100169605,0.328128720746776
"Exp. 2","QESP","Baseline",0.572469003578414,0.469921545662524,0.102547457915891
"Exp. 2","QESP","Strategic",1.280895011777,-0.432275022961141,1.71317003473814
"Exp. 2","QESP","FPF",0.122160958663963,0.226664740818893,-0.104503782154929
"Exp. 2","QGAR","Baseline",0.22710302811673,0.076397514879034,0.150705513237696
"Exp. 2","QGAR","Strategic",0.722276270650084,-0.776358707810397,1.49863497846048
"Exp. 2","QGAR","FPF",0.852810778453247,-0.730027371279709,1.58283814973296
"Exp. 2","QGKZ","Baseline",1.03529978762877,0.465374889292886,0.56992489833588
"Exp. 2","QGKZ","Strategic",0.914437278798543,0.492693370026468,0.421743908772074
"Exp. 2","QGKZ","FPF",0.303031997839629,0.288332629418806,0.0146993684208226
"Exp. 2","QKVR","Baseline",0.744125797340046,0.110095688558694,0.634030108781353
"Exp. 2","QKVR","Strategic",0.28959930972431,0.559561139980374,-0.269961830256064
"Exp. 2","QKVR","FPF",0.461187725053721,0.0231993017988731,0.437988423254848
"Exp. 2","QSOU","Baseline",1.13796100104693,1.36474356573682,-0.226782564689889
"Exp. 2","QSOU","Strategic",0.698716690388192,0.216849380798085,0.481867309590107
"Exp. 2","QSOU","FPF",0.618447343918077,0.539262054439341,0.0791852894787355
"Exp. 2","QTKZ","Baseline",-0.555739130962517,-0.38885536864139,-0.166883762321128
"Exp. 2","QTKZ","Strategic",0.0612124672461472,-0.0709822506456795,0.132194717891827
"Exp. 2","QTKZ","FPF",0.166171670754843,-0.164486471090179,0.330658141845022
"Exp. 2","QUTK","Baseline",-0.0986345900963866,-0.0578458510396294,-0.0407887390567572
"Exp. 2","QUTK","Strategic",0.0107207866622477,-0.307870332629891,0.318591119292139
"Exp. 2","QUTK","FPF",-0.0618133539113214,-0.43401499527024,0.372201641358919
"Exp. 2","ROCT","Baseline",0.0107207866622477,0.404320435162493,-0.393599648500245
"Exp. 2","ROCT","Strategic",0.477357506811042,-0.353635463312808,0.83099297012385
"Exp. 2","ROCT","FPF",0.639725048717952,-0.954635072694221,1.59436012141217
"Exp. 2","SDCS","Baseline",0.493676274060794,0.52937397190293,-0.0356976978421366
"Exp. 2","SDCS","Strategic",0.420977775464413,-0.0326042725930834,0.453582048057496
"Exp. 2","SDCS","FPF",0.417903807829892,0.359335490934988,0.0585683168949039
"Exp. 2","SFGE","Baseline",-0.0600545894246687,-0.0825512219321313,0.0224966325074627
"Exp. 2","SFGE","Strategic",-0.186563136486207,-0.0994192557127305,-0.0871438807734763
"Exp. 2","SFGE","FPF",0.18717450980457,-0.430095352629328,0.617269862433897
"Exp. 2","TDUW","Baseline",0.244119477629294,0.158155727214092,0.0859637504152027
"Exp. 2","TDUW","Strategic",0.511266391278226,0.0145324420313977,0.496733949246828
"Exp. 2","TDUW","FPF",0.0475292629800905,-0.0890733720151466,0.136602634995237
"Exp. 2","TOTL","Baseline",0.124505373485101,0.223047644348067,-0.0985422708629663
"Exp. 2","TOTL","Strategic",0.01176074195028,-0.288616750448029,0.300377492398309
"Exp. 2","TOTL","FPF",-0.0153184165015483,-0.0164698196299534,0.0011514031284051
"Exp. 2","ULCR","Baseline",0.0343561381230592,0.0232087230731999,0.0111474150498592
"Exp. 2","ULCR","Strategic",0.685587845847612,-0.264018635654931,0.949606481502543
"Exp. 2","ULCR","FPF",0.0418388508104606,-0.673827103897332,0.715665954707792
"Exp. 2","UQBI","Baseline",1.03081927873225,0.67265503021477,0.358164248517476
"Exp. 2","UQBI","Strategic",0.591360672523954,-0.158155727214092,0.749516399738046
"Exp. 2","UQBI","FPF",0.338437872072801,-0.50699355234135,0.845431424414151
"Exp. 2","UWDL","Baseline",0.781409259956814,0.351126810123112,0.430282449833702
"Exp. 2","UWDL","Strategic",1.00269551503568,1.27138789757855,-0.268692382542863
"Exp. 2","UWDL","FPF",0.461187725053721,0.51057781241999,-0.0493900873662694
"Exp. 2","VBOH","Baseline",-0.138476646691878,0.560293989910094,-0.698770636601973
"Exp. 2","VBOH","Strategic",-0.1194016378122,0.111454490947947,-0.230856128760148
"Exp. 2","VBOH","FPF",-0.106026505700833,-9.86864910777917e-17,-0.106026505700833
"Exp. 2","VPXF","Baseline",0.109881334369307,0.0480937643184224,0.0617875700508842
"Exp. 2","VPXF","Strategic",0.429903369079106,-0.521285641467066,0.951189010546172
"Exp. 2","VPXF","FPF",0.27707102658591,-0.207362496689576,0.484433523275486
"Exp. 2","VWJJ","Baseline",0.15931360503557,0.634798453791622,-0.475484848756052
"Exp. 2","VWJJ","Strategic",0.485525839676359,-0.245836270322482,0.731362109998841
"Exp. 2","VWJJ","FPF",0.242203155509542,-0.270514853267754,0.512718008777296
"Exp. 2","VXJE","Baseline",0.662309146517186,-0.0201808146168399,0.682489961134026
"Exp. 2","VXJE","Strategic",0.513728986084234,0.0559855411102149,0.457743444974019
"Exp. 2","VXJE","FPF",0.0639990826100439,-0.0168430611800464,0.0808421437900903
"Exp. 2","VZVT","Baseline",0.9755317765773,0.254076442637388,0.721455333939912
"Exp. 2","VZVT","Strategic",0.318204394096818,0.0660949544540998,0.252109439642718
"Exp. 2","VZVT","FPF",0.29977322230937,0.0737549555135983,0.226018266795771
"Exp. 2","WFTB","Baseline",0.050629329280986,0.602908157044872,-0.552278827763886
"Exp. 2","WFTB","Strategic",0.449743177428676,-0.164293973359655,0.614037150788331
"Exp. 2","WFTB","FPF",-0.0663497024332949,0,-0.0663497024332949
"Exp. 2","WQLB","Baseline",-0.203856528044698,0.225153664625767,-0.429010192670466
"Exp. 2","WQLB","Strategic",0.485268096851848,-0.498738061666897,0.984006158518745
"Exp. 2","WQLB","FPF",-0.128478918663085,-0.514872514630027,0.386393595966942
"Exp. 2","WSJX","Baseline",1.17086832654939,0.290001247688943,0.880867078860451
"Exp. 2","WSJX","Strategic",0.923138477837407,0.0930280358943125,0.830110441943095
"Exp. 2","WSJX","FPF",0.913315936027303,-1.05516478311642,1.96848071914372
"Exp. 2","WYQC","Baseline",-0.293540846215863,-0.595319025177245,0.301778178961381
"Exp. 2","WYQC","Strategic",0.0486978631126917,-1.25445582135071,1.3031536844634
"Exp. 2","WYQC","FPF",0.0296360455303078,-0.945801669745759,0.975437715276067
"Exp. 2","XIWA","Baseline",0.169551334313091,0.544689695896259,-0.375138361583167
"Exp. 2","XIWA","Strategic",0.0981011377894232,0.0890733720151465,0.00902776577427671
"Exp. 2","XIWA","FPF",0.0467132265185087,-0.192615275043998,0.239328501562507
"Exp. 2","XOIY","Baseline",0.703176377337004,1.10509993801084,-0.401923560673835
"Exp. 2","XOIY","Strategic",0.785917597114758,0.278199496741319,0.50771810037344
"Exp. 2","XOIY","FPF",0.29644222031956,0.324912723259828,-0.0284705029402679
"Exp. 2","YAVY","Baseline",1.45706427313822,0.781409259956814,0.675655013181405
"Exp. 2","YAVY","Strategic",0.399304417582312,0.302849715533159,0.0964547020491526
"Exp. 2","YAVY","FPF",-0.118958976940933,-0.391589499206908,0.272630522265975
"Exp. 2","YBSJ","Baseline",0.254652243775762,0.0717703189194153,0.182881924856346
"Exp. 2","YBSJ","Strategic",-0.273500978766344,-0.327642901395242,0.0541419226288988
"Exp. 2","YBSJ","FPF",0.457211869065341,-0.0639990826100441,0.521210951675385
"Exp. 2","YFXE","Baseline",0.4279609784801,0.872663551518155,-0.444702573038054
"Exp. 2","YFXE","Strategic",0.233838461859614,-0.014592122234765,0.248430584094379
"Exp. 2","YFXE","FPF",-0.101344714680759,-0.262065043778189,0.160720329097429
"Exp. 2","YHZS","Baseline",0.854958544604747,0.396799997003123,0.458158547601625
"Exp. 2","YHZS","Strategic",0.865436088018606,-0.544689695896259,1.41012578391486
"Exp. 2","YHZS","FPF",0.113419554290971,0.363609690801637,-0.250190136510666
"Exp. 2","YIRJ","Baseline",0.340018542552166,0.543030002805802,-0.203011460253636
"Exp. 2","YIRJ","Strategic",-9.86864910777917e-17,0.522872715177902,-0.522872715177902
"Exp. 2","YIRJ","FPF",0.175526379562462,0,0.175526379562462
"Exp. 2","YMEK","Baseline",0.507961515539611,0.351900998529668,0.156060517009943
"Exp. 2","YMEK","Strategic",0.740832014200964,-0.0751837924623149,0.816015806663279
"Exp. 2","YMEK","FPF",0.0793174991115922,-0.187700213569564,0.267017712681156
"Exp. 2","YRMB","Baseline",0.14970185112489,0.620903758636572,-0.471201907511682
"Exp. 2","YRMB","Strategic",0.0271615813648668,-0.146601251834881,0.173762833199748
"Exp. 2","YRMB","FPF",0.0565572414634341,-0.0978763781303521,0.154433619593786
"Exp. 2","ZESX","Baseline",0.307870332629891,0.835249640705369,-0.527379308075477
"Exp. 2","ZESX","Strategic",0.331604277926615,-0.304725556068134,0.63632983399475
"Exp. 2","ZESX","FPF",0.485525839676359,-0.27707102658591,0.762596866262269
"Exp. 2","ZFDJ","Baseline",0.669427935358095,0.315673038167997,0.353754897190098
"Exp. 2","ZFDJ","Strategic",0.417097363798042,0.0141575553020513,0.402939808495991
"Exp. 2","ZFDJ","FPF",0.144974694875396,0.172381797068015,-0.0274071021926189
"Exp. 2","ZQKO","Baseline",0.902299597048462,1.24514898582799,-0.342849388779523
"Exp. 2","ZQKO","Strategic",0.986326712099325,0.614303885701786,0.37202282639754
"Exp. 2","ZQKO","FPF",0.681630615671996,0.560966369338538,0.120664246333458
"Exp. 2","aoox","Baseline",-0.120468182032107,0.302943890023199,-0.423412072055306
"Exp. 2","aoox","Strategic",-0.143458834254877,-0.472905811319514,0.329446977064637
"Exp. 2","aoox","FPF",-0.0319673870046284,-0.235273355490514,0.203305968485886
"Exp. 2","exew","Baseline",0.0343561381230592,-0.267667530678476,0.302023668801535
"Exp. 2","exew","Strategic",0.113747816009405,-0.395586598158669,0.509334414168074
"Exp. 2","exew","FPF",-0.193351860008893,-0.257934371498909,0.064582511490016
"Exp. 2","jmnd","Baseline",0.5867943774033,0.663102204352234,-0.0763078269489337
"Exp. 2","jmnd","Strategic",0.474373174319331,-0.00702992266939452,0.481403096988726
"Exp. 2","jmnd","FPF",0.128478918663086,0.0153184165015481,0.113160502161537
"Exp. 2","jocc","Baseline",0.838402849978485,0.336511579038471,0.501891270940014
"Exp. 2","jocc","Strategic",0.369648896182948,-0.358293777987047,0.727942674169995
"Exp. 2","jocc","FPF",-0.0697915894936391,0.0565572414634341,-0.126348830957073
"Exp. 2","ptqy","Baseline",0.215918002113282,0.471026762934955,-0.255108760821673
"Exp. 2","ptqy","Strategic",0.360985689555517,-0.468351451149497,0.829337140705014
"Exp. 2","ptqy","FPF",0.275657789314067,-0.128478918663085,0.404136707977153
"Exp. 2","xjwa","Baseline",0.905318485291142,0.704975423022459,0.200343062268684
"Exp. 2","xjwa","Strategic",0.956690666569018,0.321849287478025,0.634841379090993
"Exp. 2","xjwa","FPF",0.56711587876937,0.266184219572781,0.300931659196589
"Exp. 3","BFTW","Strategic",0.7449740484324,0.738066748416012,0.00690730001638795
"Exp. 3","BFTW","FPF",0.324912723259828,0.0144416763312737,0.310471046928554
"Exp. 3","BKGH","Strategic",0.359404054957582,0.595319025177245,-0.235914970219662
"Exp. 3","BKGH","FPF",0.341653037718624,0.118958976940933,0.222694060777691
"Exp. 3","BPVX","Strategic",0.560512452742231,1.10042882685878,-0.539916374116545
"Exp. 3","BPVX","FPF",0.728500351773634,0.242203155509542,0.486297196264092
"Exp. 3","BRCW","Strategic",0.720500337284372,0.069066187453671,0.651434149830701
"Exp. 3","BRCW","FPF",0.478339993462964,0.486652594092762,-0.00831260062979805
"Exp. 3","BZGK","Strategic",1.10881412532098,-0.734365955248556,1.84318008056954
"Exp. 3","BZGK","FPF",0.737210982507736,0.235273355490514,0.501937627017222
"Exp. 3","CBTN","Strategic",0.290001247688943,-0.124911363592366,0.414912611281309
"Exp. 3","CBTN","FPF",-0.0151001273928126,-0.333596673161166,0.318496545768354
"Exp. 3","CHBN","Strategic",0.730862650021742,-0.312871035720863,1.04373368574261
"Exp. 3","CHBN","FPF",0.401549274023547,-0.203305968485886,0.604855242509432
"Exp. 3","CPZH","Strategic",0.0293082089128846,-0.0636586321524426,0.0929668410653273
"Exp. 3","CPZH","FPF",0.0843469915449529,-0.26093657362278,0.345283565167733
"Exp. 3","CTSB","Strategic",0.0561829548131461,0.284628651572874,-0.228445696759728
"Exp. 3","CTSB","FPF",-0.254644549224164,-0.0697085298963334,-0.184936019327831
"Exp. 3","DBZM","Strategic",0.0431504006344218,-0.78689554391402,0.830045944548442
"Exp. 3","DBZM","FPF",0.165148713601018,-0.143424624560411,0.30857333816143
"Exp. 3","DCSK","Strategic",0.136602634995237,-0.0864327379222157,0.223035372917453
"Exp. 3","DCSK","FPF",0.240675377499576,-0.18717450980457,0.427849887304146
"Exp. 3","DRNY","Strategic",0.251687377816745,0.469427540467765,-0.21774016265102
"Exp. 3","DRNY","FPF",0.239488832129972,0.166171670754843,0.0733171613751285
"Exp. 3","DZFG","Strategic",0.631890602622825,0.429301010264403,0.202589592358422
"Exp. 3","DZFG","FPF",-0.184218276834831,-0.643488707063982,0.459270430229151
"Exp. 3","FGYC","Strategic",-0.340825176309659,-0.0419214954816211,-0.298903680828038
"Exp. 3","FGYC","FPF",0.102301034119379,-0.207933691545547,0.310234725664926
"Exp. 3","FMXR","Strategic",5.85951040774388e-17,-0.662309146517186,0.662309146517186
"Exp. 3","FMXR","FPF",0.177217407045763,-0.150921863708994,0.328139270754757
"Exp. 3","FNYS","Strategic",0.266410473241767,-0.100262679629119,0.366673152870887
"Exp. 3","FNYS","FPF",0.0248209158803193,-7.40148683083438e-17,0.0248209158803193
"Exp. 3","FVYN","Strategic",0.207933691545547,0.0779478068744514,0.129985884671095
"Exp. 3","FVYN","FPF",-0.129414689815125,-0.0944176265044048,-0.0349970633107202
"Exp. 3","FYQK","Strategic",-0.479276611008827,-0.788463401939378,0.309186790930551
"Exp. 3","FYQK","FPF",0.331424632134051,-0.0864327379222157,0.417857370056266
"Exp. 3","GBXV","Strategic",-0.269528524180061,-0.377578862526225,0.108050338346163
"Exp. 3","GBXV","FPF",0.363609690801637,-0.293540846215863,0.6571505370175
"Exp. 3","GFKQ","Strategic",-0.168879239646534,-0.254644549224164,0.0857653095776297
"Exp. 3","GFKQ","FPF",0.361800060004837,-0.0767182967879487,0.438518356792786
"Exp. 3","GFLT","Strategic",0.446709069987717,-0.0182433715912364,0.464952441578953
"Exp. 3","GFLT","FPF",0.395598909387906,0.386889624194043,0.00870928519386266
"Exp. 3","GHQC","Strategic",-0.46063706199724,-0.471303490020902,0.0106664280236626
"Exp. 3","GHQC","FPF",-0.0682952926244907,-0.570658861264281,0.502363568639791
"Exp. 3","GLRP","Strategic",0.169390777026189,-0.0779413775845603,0.24733215461075
"Exp. 3","GLRP","FPF",-0.090193571659335,-0.226664740818893,0.136471169159558
"Exp. 3","GLXR","Strategic",0.831725119762311,0.162238456729785,0.669486663032527
"Exp. 3","GLXR","FPF",0.707218258188083,0.285997378547359,0.421220879640725
"Exp. 3","GQVT","Strategic",0.776937558408216,0.167396183575515,0.609541374832701
"Exp. 3","GQVT","FPF",-0.0467132265185087,0.0888963200367821,-0.135609546555291
"Exp. 3","GVLB","Strategic",0.286515896489373,-0.313911067122934,0.600426963612306
"Exp. 3","GVLB","FPF",0.298970185040566,0.0908772481845743,0.208092936855992
"Exp. 3","GXFY","Strategic",-0.199123219711458,-0.285845230299847,0.0867220105883883
"Exp. 3","GXFY","FPF",-0.0313948100169606,-0.200281660027921,0.16888685001096
"Exp. 3","HCVB","Strategic",0.570658861264281,-0.282525742577032,0.853184603841313
"Exp. 3","HCVB","FPF",0.56040754960636,-0.126144662640349,0.686552212246709
"Exp. 3","HCXG","Strategic",0.357993764033033,0.0639990826100439,0.293994681422989
"Exp. 3","HCXG","FPF",0.477357506811042,-0.0308802924770104,0.508237799288052
"Exp. 3","HRZP","Strategic",-0.240675377499576,-0.1950975056388,-0.0455778718607758
"Exp. 3","HRZP","FPF",-0.0144416763312738,0.0872009067265668,-0.101642583057841
"Exp. 3","KBGR","Strategic",0.430370861129315,-0.424483346993515,0.85485420812283
"Exp. 3","KBGR","FPF",0.113419554290971,-0.26567116712999,0.379090721420962
"Exp. 3","KFHT","Strategic",0.23576567567842,-0.100262679629119,0.336028355307539
"Exp. 3","KFHT","FPF",0.0453234867709881,0.0413191366669181,0.00400435010406995
"Exp. 3","KFTZ","Strategic",0.0914493994416291,-0.275657789314067,0.367107188755696
"Exp. 3","KFTZ","FPF",-0.214223347104271,-0.130504180527254,-0.0837191665770168
"Exp. 3","KTBH","Strategic",0.903916197701256,0.632740475318052,0.271175722383204
"Exp. 3","KTBH","FPF",0.189364281409536,-0.335587026956733,0.524951308366269
"Exp. 3","KXZM","Strategic",0.670504654735274,0.114509746938498,0.555994907796776
"Exp. 3","KXZM","FPF",0.740934138959288,0.368495479176295,0.372438659782992
